Algorithm,Performance_Metric_New,Performance_Metric,Baseline_SCore,Category,Feature_Types,Data_Size
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.869602183,Camera,Unigram,8k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.897,Camera,Unigram,8k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.836,Camera,Unigram,8k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.865143988,Camera,Unigram,8k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.897620192,Camera,Unigram,8k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.884,Camera,Unigram,8k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.799,Camera,Unigram,8k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.838932487,Camera,Unigram,8k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.818593142,Camera,Unigram_Composite,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.868,Camera,Unigram_Composite,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.753,Camera,Unigram_Composite,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.806024542,Camera,Unigram_Composite,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.915585343,Camera,Unigram_Composite,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.923,Camera,Unigram_Composite,8k
MX,meanRecall,cv_MX_train.meanRecall,0.906,Camera,Unigram_Composite,8k
MX,meanFscore,cv_MX_train.meanFscore,0.914360784,Camera,Unigram_Composite,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.631165749,Camera,Unigram_Composite,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.603,Camera,Unigram_Composite,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.774,Camera,Unigram_Composite,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.677689007,Camera,Unigram_Composite,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.869955407,Camera,Unigram_Composite,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.861,Camera,Unigram_Composite,8k
BG,meanRecall,cv_BG_train.meanRecall,0.881,Camera,Unigram_Composite,8k
BG,meanFscore,cv_BG_train.meanFscore,0.870794123,Camera,Unigram_Composite,8k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.830944697,Camera,Unigram_Composite,8k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.813,Camera,Unigram_Composite,8k
TREE,meanRecall,cv_TREE_train.meanRecall,0.86,Camera,Unigram_Composite,8k
TREE,meanFscore,cv_TREE_train.meanFscore,0.835402599,Camera,Unigram_Composite,8k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.883710072,Camera,Unigram_Composite,8k
RF,meanPrecision,cv_RF_train.meanPrecision,0.874,Camera,Unigram_Composite,8k
RF,meanRecall,cv_RF_train.meanRecall,0.899,Camera,Unigram_Composite,8k
RF,meanFscore,cv_RF_train.meanFscore,0.886288405,Camera,Unigram_Composite,8k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499957478,Camera,Unigram_Composite,8k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,Camera,Unigram_Composite,8k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Camera,Unigram_Composite,8k
NNET,meanFscore,cv_NNET_train.meanFscore,0.667454603,Camera,Unigram_Composite,8k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.863942423,Camera,Unigram_Composite,8k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.873,Camera,Unigram_Composite,8k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.851,Camera,Unigram_Composite,8k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.861659733,Camera,Unigram_Composite,8k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.907141707,Camera,Unigram_Composite,8k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.886,Camera,Unigram_Composite,8k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.898,Camera,Unigram_Composite,8k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.891662043,Camera,Unigram_Composite,8k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.835602817,Camera,Unigram_Bigram,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.877,Camera,Unigram_Bigram,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.782,Camera,Unigram_Bigram,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.826637388,Camera,Unigram_Bigram,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.930855597,Camera,Unigram_Bigram,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.934,Camera,Unigram_Bigram,8k
MX,meanRecall,cv_MX_train.meanRecall,0.926,Camera,Unigram_Bigram,8k
MX,meanFscore,cv_MX_train.meanFscore,0.929887754,Camera,Unigram_Bigram,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.86665654,Camera,Unigram_Bigram,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.878,Camera,Unigram_Bigram,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.851,Camera,Unigram_Bigram,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.86411009,Camera,Unigram_Bigram,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.840006769,Camera,Unigram_Bigram,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.824,Camera,Unigram_Bigram,8k
BG,meanRecall,cv_BG_train.meanRecall,0.864,Camera,Unigram_Bigram,8k
BG,meanFscore,cv_BG_train.meanFscore,0.843380129,Camera,Unigram_Bigram,8k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.754908114,Camera,Unigram_Bigram,8k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.73,Camera,Unigram_Bigram,8k
TREE,meanRecall,cv_TREE_train.meanRecall,0.81,Camera,Unigram_Bigram,8k
TREE,meanFscore,cv_TREE_train.meanFscore,0.767819487,Camera,Unigram_Bigram,8k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.890779363,Camera,Unigram_Bigram,8k
RF,meanPrecision,cv_RF_train.meanPrecision,0.89,Camera,Unigram_Bigram,8k
RF,meanRecall,cv_RF_train.meanRecall,0.891,Camera,Unigram_Bigram,8k
RF,meanFscore,cv_RF_train.meanFscore,0.890390617,Camera,Unigram_Bigram,8k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499941827,Camera,Unigram_Bigram,8k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,Camera,Unigram_Bigram,8k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Camera,Unigram_Bigram,8k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666407705,Camera,Unigram_Bigram,8k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.88195959,Camera,Unigram_Bigram,8k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.904,Camera,Unigram_Bigram,8k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.855,Camera,Unigram_Bigram,8k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.87873232,Camera,Unigram_Bigram,8k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.91084775,Camera,Unigram_Bigram,8k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.906,Camera,Unigram_Bigram,8k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.835,Camera,Unigram_Bigram,8k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.868791762,Camera,Unigram_Bigram,8k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.836813502,Camera,Unigram_Bigram_Trigram,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.878,Camera,Unigram_Bigram_Trigram,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.783,Camera,Unigram_Bigram_Trigram,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.827544278,Camera,Unigram_Bigram_Trigram,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.930963779,Camera,Unigram_Bigram_Trigram,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.932,Camera,Unigram_Bigram_Trigram,8k
MX,meanRecall,cv_MX_train.meanRecall,0.928,Camera,Unigram_Bigram_Trigram,8k
MX,meanFscore,cv_MX_train.meanFscore,0.929903425,Camera,Unigram_Bigram_Trigram,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.866745776,Camera,Unigram_Bigram_Trigram,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.88,Camera,Unigram_Bigram_Trigram,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.851,Camera,Unigram_Bigram_Trigram,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.865080587,Camera,Unigram_Bigram_Trigram,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.837496499,Camera,Unigram_Bigram_Trigram,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.818,Camera,Unigram_Bigram_Trigram,8k
BG,meanRecall,cv_BG_train.meanRecall,0.867,Camera,Unigram_Bigram_Trigram,8k
BG,meanFscore,cv_BG_train.meanFscore,0.841554048,Camera,Unigram_Bigram_Trigram,8k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.751165951,Camera,Unigram_Bigram_Trigram,8k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.724,Camera,Unigram_Bigram_Trigram,8k
TREE,meanRecall,cv_TREE_train.meanRecall,0.812,Camera,Unigram_Bigram_Trigram,8k
TREE,meanFscore,cv_TREE_train.meanFscore,0.764899922,Camera,Unigram_Bigram_Trigram,8k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.889541777,Camera,Unigram_Bigram_Trigram,8k
RF,meanPrecision,cv_RF_train.meanPrecision,0.891,Camera,Unigram_Bigram_Trigram,8k
RF,meanRecall,cv_RF_train.meanRecall,0.889,Camera,Unigram_Bigram_Trigram,8k
RF,meanFscore,cv_RF_train.meanFscore,0.889809971,Camera,Unigram_Bigram_Trigram,8k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499998984,Camera,Unigram_Bigram_Trigram,8k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,Camera,Unigram_Bigram_Trigram,8k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Camera,Unigram_Bigram_Trigram,8k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666418412,Camera,Unigram_Bigram_Trigram,8k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.88313066,Camera,Unigram_Bigram_Trigram,8k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.907,Camera,Unigram_Bigram_Trigram,8k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.854,Camera,Unigram_Bigram_Trigram,8k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.879483641,Camera,Unigram_Bigram_Trigram,8k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.911286283,Camera,Unigram_Bigram_Trigram,8k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.905,Camera,Unigram_Bigram_Trigram,8k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.828,Camera,Unigram_Bigram_Trigram,8k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.86433155,Camera,Unigram_Bigram_Trigram,8k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.839207166,Camera,Unigram_Bigram_Trigram_Composite,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.879,Camera,Unigram_Bigram_Trigram_Composite,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.787,Camera,Unigram_Bigram_Trigram_Composite,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.830278008,Camera,Unigram_Bigram_Trigram_Composite,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.92733492,Camera,Unigram_Bigram_Trigram_Composite,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.936,Camera,Unigram_Bigram_Trigram_Composite,8k
MX,meanRecall,cv_MX_train.meanRecall,0.917,Camera,Unigram_Bigram_Trigram_Composite,8k
MX,meanFscore,cv_MX_train.meanFscore,0.926373839,Camera,Unigram_Bigram_Trigram_Composite,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.640541491,Camera,Unigram_Bigram_Trigram_Composite,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.61,Camera,Unigram_Bigram_Trigram_Composite,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.776,Camera,Unigram_Bigram_Trigram_Composite,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.682912196,Camera,Unigram_Bigram_Trigram_Composite,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.868624101,Camera,Unigram_Bigram_Trigram_Composite,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.862,Camera,Unigram_Bigram_Trigram_Composite,8k
BG,meanRecall,cv_BG_train.meanRecall,0.882,Camera,Unigram_Bigram_Trigram_Composite,8k
BG,meanFscore,cv_BG_train.meanFscore,0.87179392,Camera,Unigram_Bigram_Trigram_Composite,8k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.830944697,Camera,Unigram_Bigram_Trigram_Composite,8k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.813,Camera,Unigram_Bigram_Trigram_Composite,8k
TREE,meanRecall,cv_TREE_train.meanRecall,0.86,Camera,Unigram_Bigram_Trigram_Composite,8k
TREE,meanFscore,cv_TREE_train.meanFscore,0.835402599,Camera,Unigram_Bigram_Trigram_Composite,8k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.886619041,Camera,Unigram_Bigram_Trigram_Composite,8k
RF,meanPrecision,cv_RF_train.meanPrecision,0.874,Camera,Unigram_Bigram_Trigram_Composite,8k
RF,meanRecall,cv_RF_train.meanRecall,0.904,Camera,Unigram_Bigram_Trigram_Composite,8k
RF,meanFscore,cv_RF_train.meanFscore,0.888690133,Camera,Unigram_Bigram_Trigram_Composite,8k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499957478,Camera,Unigram_Bigram_Trigram_Composite,8k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,Camera,Unigram_Bigram_Trigram_Composite,8k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Camera,Unigram_Bigram_Trigram_Composite,8k
NNET,meanFscore,cv_NNET_train.meanFscore,0.667454603,Camera,Unigram_Bigram_Trigram_Composite,8k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.867769655,Camera,Unigram_Bigram_Trigram_Composite,8k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.886,Camera,Unigram_Bigram_Trigram_Composite,8k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.843,Camera,Unigram_Bigram_Trigram_Composite,8k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.863918211,Camera,Unigram_Bigram_Trigram_Composite,8k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.903384264,Camera,Unigram_Bigram_Trigram_Composite,8k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.873,Camera,Unigram_Bigram_Trigram_Composite,8k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.889,Camera,Unigram_Bigram_Trigram_Composite,8k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.88047125,Camera,Unigram_Bigram_Trigram_Composite,8k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.779261858,Camera,Neg_Pos,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.797,Camera,Neg_Pos,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.75,Camera,Neg_Pos,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.772390103,Camera,Neg_Pos,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.826990671,Camera,Neg_Pos,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.823,Camera,Neg_Pos,8k
MX,meanRecall,cv_MX_train.meanRecall,0.832,Camera,Neg_Pos,8k
MX,meanFscore,cv_MX_train.meanFscore,0.827239196,Camera,Neg_Pos,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.575702995,Camera,Neg_Pos,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.547,Camera,Neg_Pos,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.864,Camera,Neg_Pos,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.669652821,Camera,Neg_Pos,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.812953903,Camera,Neg_Pos,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.804,Camera,Neg_Pos,8k
BG,meanRecall,cv_BG_train.meanRecall,0.827,Camera,Neg_Pos,8k
BG,meanFscore,cv_BG_train.meanFscore,0.815185049,Camera,Neg_Pos,8k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.813626648,Camera,Neg_Pos,8k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.777,Camera,Neg_Pos,8k
TREE,meanRecall,cv_TREE_train.meanRecall,0.882,Camera,Neg_Pos,8k
TREE,meanFscore,cv_TREE_train.meanFscore,0.826037705,Camera,Neg_Pos,8k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.82832522,Camera,Neg_Pos,8k
RF,meanPrecision,cv_RF_train.meanPrecision,0.821,Camera,Neg_Pos,8k
RF,meanRecall,cv_RF_train.meanRecall,0.841,Camera,Neg_Pos,8k
RF,meanFscore,cv_RF_train.meanFscore,0.830626082,Camera,Neg_Pos,8k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499713569,Camera,Neg_Pos,8k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,Camera,Neg_Pos,8k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Camera,Neg_Pos,8k
NNET,meanFscore,cv_NNET_train.meanFscore,0.667490167,Camera,Neg_Pos,8k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.825911318,Camera,Neg_Pos,8k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.826,Camera,Neg_Pos,8k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.827,Camera,Neg_Pos,8k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.826287169,Camera,Neg_Pos,8k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.902388345,Camera,Neg_Pos,8k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.853,Camera,Neg_Pos,8k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.894,Camera,Neg_Pos,8k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.872016356,Camera,Neg_Pos,8k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.518479495,Camera,Part_Of_Speech,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.51,Camera,Part_Of_Speech,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.895,Camera,Part_Of_Speech,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.649581767,Camera,Part_Of_Speech,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.704396614,Camera,Part_Of_Speech,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.697,Camera,Part_Of_Speech,8k
MX,meanRecall,cv_MX_train.meanRecall,0.721,Camera,Part_Of_Speech,8k
MX,meanFscore,cv_MX_train.meanFscore,0.708695861,Camera,Part_Of_Speech,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.650074523,Camera,Part_Of_Speech,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.618,Camera,Part_Of_Speech,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.788,Camera,Part_Of_Speech,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.692581773,Camera,Part_Of_Speech,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.710565458,Camera,Part_Of_Speech,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.71,Camera,Part_Of_Speech,8k
BG,meanRecall,cv_BG_train.meanRecall,0.716,Camera,Part_Of_Speech,8k
BG,meanFscore,cv_BG_train.meanFscore,0.712895372,Camera,Part_Of_Speech,8k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.651829655,Camera,Part_Of_Speech,8k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.672,Camera,Part_Of_Speech,8k
TREE,meanRecall,cv_TREE_train.meanRecall,0.591,Camera,Part_Of_Speech,8k
TREE,meanFscore,cv_TREE_train.meanFscore,0.62867253,Camera,Part_Of_Speech,8k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.723999499,Camera,Part_Of_Speech,8k
RF,meanPrecision,cv_RF_train.meanPrecision,0.725,Camera,Part_Of_Speech,8k
RF,meanRecall,cv_RF_train.meanRecall,0.723,Camera,Part_Of_Speech,8k
RF,meanFscore,cv_RF_train.meanFscore,0.723883485,Camera,Part_Of_Speech,8k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499713569,Camera,Part_Of_Speech,8k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,Camera,Part_Of_Speech,8k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Camera,Part_Of_Speech,8k
NNET,meanFscore,cv_NNET_train.meanFscore,0.667490167,Camera,Part_Of_Speech,8k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.629991503,Camera,Part_Of_Speech,8k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.65,Camera,Part_Of_Speech,8k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.558,Camera,Part_Of_Speech,8k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.599727842,Camera,Part_Of_Speech,8k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.949482962,Camera,Part_Of_Speech,8k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.761,Camera,Part_Of_Speech,8k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.729,Camera,Part_Of_Speech,8k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.741743165,Camera,Part_Of_Speech,8k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.678243447,Camera,Composite_Numerical,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.624,Camera,Composite_Numerical,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.901,Camera,Composite_Numerical,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.736843767,Camera,Composite_Numerical,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.839218676,Camera,Composite_Numerical,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.843,Camera,Composite_Numerical,8k
MX,meanRecall,cv_MX_train.meanRecall,0.831,Camera,Composite_Numerical,8k
MX,meanFscore,cv_MX_train.meanFscore,0.836826035,Camera,Composite_Numerical,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.584236199,Camera,Composite_Numerical,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.555,Camera,Composite_Numerical,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.86,Camera,Composite_Numerical,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.67441209,Camera,Composite_Numerical,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.842449289,Camera,Composite_Numerical,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.828,Camera,Composite_Numerical,8k
BG,meanRecall,cv_BG_train.meanRecall,0.865,Camera,Composite_Numerical,8k
BG,meanFscore,cv_BG_train.meanFscore,0.845857374,Camera,Composite_Numerical,8k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.82240816,Camera,Composite_Numerical,8k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.8,Camera,Composite_Numerical,8k
TREE,meanRecall,cv_TREE_train.meanRecall,0.858,Camera,Composite_Numerical,8k
TREE,meanFscore,cv_TREE_train.meanFscore,0.827873368,Camera,Composite_Numerical,8k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.848557517,Camera,Composite_Numerical,8k
RF,meanPrecision,cv_RF_train.meanPrecision,0.834,Camera,Composite_Numerical,8k
RF,meanRecall,cv_RF_train.meanRecall,0.87,Camera,Composite_Numerical,8k
RF,meanFscore,cv_RF_train.meanFscore,0.851424905,Camera,Composite_Numerical,8k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499713569,Camera,Composite_Numerical,8k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,Camera,Composite_Numerical,8k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Camera,Composite_Numerical,8k
NNET,meanFscore,cv_NNET_train.meanFscore,0.667490167,Camera,Composite_Numerical,8k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.834636346,Camera,Composite_Numerical,8k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.845,Camera,Composite_Numerical,8k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.819,Camera,Composite_Numerical,8k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.831648325,Camera,Composite_Numerical,8k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.913495327,Camera,Composite_Numerical,8k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.865,Camera,Composite_Numerical,8k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.897,Camera,Composite_Numerical,8k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.880435122,Camera,Composite_Numerical,8k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.828117098,Laptop,Unigram,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.867,Laptop,Unigram,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.776,Laptop,Unigram,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.818599245,Laptop,Unigram,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.926087508,Laptop,Unigram,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.933,Laptop,Unigram,8k
MX,meanRecall,cv_MX_train.meanRecall,0.917,Laptop,Unigram,8k
MX,meanFscore,cv_MX_train.meanFscore,0.924854646,Laptop,Unigram,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.847153041,Laptop,Unigram,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.869,Laptop,Unigram,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.82,Laptop,Unigram,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.843505324,Laptop,Unigram,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.825986871,Laptop,Unigram,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.816,Laptop,Unigram,8k
BG,meanRecall,cv_BG_train.meanRecall,0.844,Laptop,Unigram,8k
